tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
tt0011801	movie	Tötet nicht mehr	Tötet nicht mehr	0	2019.0			Action,Crime
tt0035423	movie	Kate & Leopold	Kate & Leopold	0	2001.0		118	Comedy,Fantasy,Romance
tt0038698	short	A Little Phantasy on a Nineteenth Century Painting	A Little Phantasy on a Nineteenth Century Painting	0	2025.0		4	Animation,Short
tt0050396	short	Final Curtain	Final Curtain	0	2012.0		22	Horror,Short
tt0050734	movie	Musafir	Musafir	0	2025.0		149	Drama
tt0052146	short	Rondo	Rondo	0	2007.0		15	Short
tt0056840	short	Aufsätze	Aufsätze	0	2021.0		10	Short
tt0057369	short	Number 14: Late Superimpositions	Number 14: Late Superimpositions	0	2023.0		30	Short
tt0060361	short	EMS nr 1	EMS nr 1	0	2016.0		14	Short
tt0060366	short	A Embalagem de Vidro	A Embalagem de Vidro	0	2020.0		11	Documentary,Short
tt0062336	movie	The Tango of the Widower and Its Distorting Mirror	El tango del viudo y su espejo deformante	0	2020.0		70	Drama
tt0068943	short	Between Wroclaw and Zielona Góra	Miedzy Wroclawiem a Zielona Góra	0	2010.0		11	Documentary,Short
tt0069049	movie	The Other Side of the Wind	The Other Side of the Wind	0	2018.0		122	Drama
tt0070596	movie	Socialist Realism	El realismo socialista	0	2023.0		78	Drama,History
tt0072649	short	Um Aniversário	Um Aniversário	0	2025.0		23	Documentary,Short
tt0077684	movie	Histórias de Combóios em Portugal	Histórias de Combóios em Portugal	0	2022.0		46	Documentary
tt0080019	short	Thriller	Thriller	0	2017.0		34	Mystery,Short
tt0082328	movie	Embodiment of Evil	Encarnação do Demônio	0	2008.0		94	Horror
tt0083612	movie	The Prom	Der Ball	0	2002.0		50	Documentary
tt0088751	movie	The Naked Monster	The Naked Monster	0	2005.0		100	Comedy,Horror,Sci-Fi
tt0089435	short	Kokoa	Kokoa	0	2003.0		13	Animation,Short
tt0091465	short	Mallet-Stevens	Mallet-Stevens	0	2025.0		7	Drama,Short
tt0093119	movie	Grizzly II: Revenge	Grizzly II: The Predator	0	2020.0		74	Horror,Music,Thriller
tt0096056	movie	Crime and Punishment	Crime and Punishment	0	2002.0		126	Drama
tt0097304	movie	Everything's for You	Everything's for You	0	2009.0		58	Documentary
tt0097540	video	Responso	Responso	0	2004.0		81	
tt0097767	movie	Loading Ludwig	Loading Ludwig	0	2022.0		65	
tt0098388	short	Still Point	Still Point	0	2009.0		9	Short
tt0100275	movie	The Wandering Soap Opera	La Telenovela Errante	0	2017.0		80	Comedy,Drama,Fantasy
tt0102362	movie	Istota	Istota	0	2000.0		80	Drama,Romance
tt0103781	short	Beach Birds for Camera	Beach Birds for Camera	0	2024.0		28	Short
tt0107194	short	Imagine	Imagine	0	2002.0		22	Documentary,Short
tt0108116	movie	Shepherd on the Rock	Shepherd on the Rock	0	2014.0		90	Drama
tt0108270	short	Symphony 92.4 FM	Symphony 92.4 FM	0	2013.0			Short
tt0108511	movie	Die Wahlkämpfer	Die Wahlkämpfer	0	2001.0		97	Documentary
tt0108549	movie	West from North Goes South	West from North Goes South	0	2004.0		96	Comedy,Mystery
tt0109173	movie	Auf allen Meeren	Auf allen Meeren	0	2002.0		95	Documentary
tt0109766	short	Fado Lusitano	Fado Lusitano	0	2023.0		6	Animation,History,Short
tt0110476	movie	Master i Margarita	Master i Margarita	0	2006.0		125	Drama,Fantasy
tt0111056	tvSeries	Gensomaden Saiyuki	Gensomaden Saiyuki	0	2000.0	2001	23	Action,Adventure,Animation
tt0111414	movie	A Thin Life	A Thin Life	0	2018.0		75	Comedy
tt0111522	video	Twister: A Musical Catastrophe	Twister: A Musical Catastrophe	0	2000.0		128	Action,Comedy
tt0111596	movie	Vazir	Vazir	0	2015.0			Action,Crime,Drama
tt0111696	short	Which Way Is East	Which Way Is East	0	2003.0		33	Documentary,Short
tt0112502	movie	Bigfoot	Bigfoot	0	2017.0			Horror,Thriller
tt0112912	movie	Dune 7	Dune 7	0	2002.0		97	Adventure
tt0113026	movie	The Fantasticks	The Fantasticks	0	2000.0		86	Musical,Romance
tt0113086	movie	Florentino y el diablo	Florentino y el diablo	0	2000.0			Drama
tt0113092	movie	For the Cause	For the Cause	0	2000.0		100	Action,Adventure,Drama
tt0113506	movie	Justifiable Homicide	Justifiable Homicide	0	2002.0		85	Documentary
tt0113545	short	The Killing Seasons	The Killing Seasons	0	2001.0		9	Action,Drama,Short
tt0113742	short	Making Change	Making Change	0	2000.0		18	Short
tt0113946	short	Negocios	Negocios	0	2001.0		17	Short
tt0114447	movie	The Silent Force	The Silent Force	0	2001.0		90	Action
tt0114722	movie	3 noches	3 noches	0	2001.0		105	Crime,Thriller
tt0114755	short	Two Nudes Bathing	Two Nudes Bathing	0	2001.0		35	Short
tt0115686	movie	Biriken	Biriken	0	2008.0		100	Comedy,Fantasy
tt0115874	short	Chateaubriand - Cabeça de Paraíba	Chateaubriand - Cabeça de Paraíba	0	2000.0		15	Drama,Short
tt0115937	movie	Consequence	Consequence	0	2000.0		91	Drama
tt0116391	movie	Gang	Gang	0	2000.0		167	Action,Crime,Drama
tt0116628	movie	The Incorporated	The Incorporated	0	2000.0		86	Action,Thriller
tt0116689	short	Jeden Tag Weihnachten	Jeden Tag Weihnachten	0	2001.0		35	Short
tt0116748	movie	Karobaar	Karobaar: The Business of Love	0	2000.0		180	Drama,Romance
tt0116847	movie	Leftovers	Leftovers	0	2000.0			
tt0116991	movie	Mariette in Ecstasy	Mariette in Ecstasy	0	2019.0		101	Drama
tt0117163	movie	Neon Signs	Neon Signs	0	2002.0		86	Drama
tt0117461	movie	Remembering Mario	Remembering Mario	0	2003.0			Comedy,Romance
tt0117707	short	Space Pigs	Space-pigs	0	2000.0		28	Animation,Short
tt0117743	movie	Still Waters Burn	Still Waters Burn	0	2008.0		83	Drama,Romance
tt0117825	movie	Talaashi	Talaashi	0	2003.0		157	Crime,Drama
tt0118141	movie	What Is It?	What Is It?	0	2005.0		72	Drama
tt0118154	movie	White Hotel	White Hotel	0	2001.0		90	Biography,Documentary
tt0118578	movie	Albela	Albela	0	2001.0		145	Comedy,Drama,Romance
tt0118589	movie	Glitter	Glitter	0	2001.0		104	Drama,Music,Romance
tt0118652	movie	The Attic Expeditions	The Attic Expeditions	0	2001.0		100	Comedy,Horror,Mystery
tt0118656	movie	Murderers	Meurtrières	0	2006.0		98	Crime,Drama
tt0118694	movie	In the Mood for Love	Fa yeung nin wah	0	2000.0		98	Drama,Romance
tt0118710	movie	Beyond the Pale	Beyond the Pale	0	2000.0		96	Drama
tt0118837	short	Alien Love Triangle	Alien Love Triangle	0	2008.0		30	Comedy,Sci-Fi,Short
tt0118852	movie	Chinese Coffee	Chinese Coffee	0	2000.0		99	Drama
tt0118911	movie	Fandango	Fandango	0	2000.0		94	
tt0118926	movie	The Dancer Upstairs	The Dancer Upstairs	0	2002.0		132	Crime,Drama,Thriller
tt0119004	movie	Don's Plum	Don's Plum	0	2001.0		89	Comedy,Drama
tt0119027	video	Dumped	Dumped	0	2000.0		82	Comedy,Drama,Romance
tt0119231	movie	The Junior Defenders	The Junior Defenders	0	2007.0		82	Comedy
tt0119273	movie	Heavy Metal 2000	Heavy Metal 2000	0	2000.0		88	Action,Adventure,Animation
tt0119483	short	Bloodthirsty Hugo, an Eastern	Krvavý Hugo	0	2000.0		6	Animation,Short
tt0119495	movie	Love 101	Love 101	0	2000.0		86	Comedy,Drama,Romance
tt0119645	movie	Meet the Mosaics	Meet the Mosaics	0	2001.0			
tt0119727	movie	The Policewoman	A Mulher Polícia	0	2003.0		90	Drama
tt0119768	movie	AKA a Way with Murder	The Negative Pick-Up	0	2003.0			
tt0119806	movie	Nothing Sacred	Nothing Sacred	0	2000.0		98	Comedy,Romance
tt0119866	movie	Passionnément	Passionnément	0	2000.0		104	Drama,Romance
tt0119966	movie	Pushing the Envelope	Pushing the Envelope	0	2000.0		75	Drama,Thriller
tt0119970	movie	My Apocalypse	Quality Time	0	2008.0		82	Comedy,Drama,Sci-Fi
tt0119980	movie	Random Shooting in L.A.	Random Shooting in L.A.	0	2002.0		91	Drama
tt0120117	movie	Shikari	Shikari	0	2000.0		160	Crime,Drama,Thriller
tt0120166	movie	The Sorcerer's Apprentice	The Sorcerer's Apprentice	0	2001.0		86	Adventure,Family,Fantasy
tt0120202	movie	State and Main	State and Main	0	2000.0		105	Comedy,Drama
tt0120263	movie	Songs from the Second Floor	Sånger från andra våningen	0	2000.0		98	Comedy,Drama
tt0120377	video	A Troll's Bridge	A Troll's Bridge	0	2002.0		93	Action,Fantasy
tt0120454	movie	Vinyl	Vinyl	0	2000.0		110	Documentary
tt0120467	movie	Vulgar	Vulgar	0	2000.0		87	Crime,Drama,Thriller
tt0120485	movie	Way Past Cool	Way Past Cool	0	2000.0		96	Drama
tt0120589	movie	The Surgeon of the Rusty Knife	Predestinado	0	2022.0		108	Biography,Drama
tt0120605	movie	Berlin Diaries, 1940-45	Berlin Diaries, 1940-45	0	2001.0			Drama,War
tt0120607	movie	Between the Sheets	Between the Sheets	0	2003.0		102	Comedy
tt0120624	movie	Camarate	Camarate	0	2001.0		100	Drama,History
tt0120626	movie	April Captains	Capitães de Abril	0	2000.0		123	Drama,History,War
tt0120630	movie	Chicken Run	Chicken Run	0	2000.0		84	Adventure,Animation,Comedy
tt0120667	movie	Fantastic Four	Fantastic Four	0	2005.0		106	Action,Adventure,Fantasy
tt0120673	movie	Foiled	Foiled	0	2000.0		78	Action,Drama,Sci-Fi
tt0120679	movie	Frida	Frida	0	2002.0		123	Biography,Drama,Romance
tt0120681	movie	From Hell	From Hell	0	2001.0		122	Crime,Horror,Mystery
tt0120698	movie	The Highwayman	The Highwayman	0	2000.0		94	Comedy,Drama,Thriller
tt0120700	short	Histórias Desencantadas	Histórias Desencantadas	0	2000.0		8	Animation,Short
tt0120713	short	Interstícios	Interstícios	0	2001.0		6	Animation,Drama,Short
tt0120729	movie	Last Flight of the Raven	Last Flight of the Raven	0	2000.0			Thriller
tt0120733	movie	Lion of Oz	Lion of Oz	0	2000.0		74	Animation,Family,Musical
tt0120737	movie	The Lord of the Rings: The Fellowship of the Ring	The Lord of the Rings: The Fellowship of the Ring	0	2001.0		178	Adventure,Drama,Fantasy
tt0120753	movie	The Million Dollar Hotel	The Million Dollar Hotel	0	2000.0		122	Drama,Mystery,Romance
tt0120755	movie	Mission: Impossible II	Mission: Impossible II	0	2000.0		123	Action,Adventure,Thriller
tt0120804	movie	Resident Evil	Resident Evil	0	2002.0		100	Action,Horror,Sci-Fi
tt0120807	movie	Ricochet River	Ricochet River	0	2001.0		112	Drama
tt0120824	movie	The Shipping News	The Shipping News	0	2001.0		111	Drama
tt0120870	movie	Trance	Trance	0	2002.0		86	Action,Comedy,Horror
tt0120903	movie	X-Men	X-Men	0	2000.0		104	Action,Adventure,Sci-Fi
tt0120912	movie	Men in Black II	Men in Black II	0	2002.0		88	Action,Adventure,Comedy
tt0120913	movie	Titan A.E.	Titan A.E.	0	2000.0		94	Action,Adventure,Animation
tt0120917	movie	The Emperor's New Groove	The Emperor's New Groove	0	2000.0		78	Adventure,Animation,Comedy
tt0121076	video	Angola: No Outro Lado do Tempo - Volume II	Angola: No Outro Lado do Tempo - Volume II	0	2003.0			Documentary
tt0121164	movie	Corpse Bride	Corpse Bride	0	2005.0		77	Animation,Comedy,Drama
tt0121569	movie	Moonlight Blade	Moonlight Blade	0	2009.0			Mystery,Thriller
tt0121609	movie	On Parole	On Parole	0	2001.0			Documentary
tt0121687	video	Rich Boys, Bad Boys	Rich Boys, Bad Boys	1	2000.0		106	Adult
tt0121765	movie	Star Wars: Episode II - Attack of the Clones	Star Wars: Episode II - Attack of the Clones	0	2002.0		142	Action,Adventure,Fantasy
tt0121766	movie	Star Wars: Episode III - Revenge of the Sith	Star Wars: Episode III - Revenge of the Sith	0	2005.0		140	Action,Adventure,Fantasy
tt0121919	movie	Keke's Magic Umbrella	Zhui gui san	0	2000.0			Family
tt0122247	movie	Serial Killing 4 Dummys	Serial Killing 4 Dummys	0	2004.0		89	Comedy,Horror,Mystery
tt0122459	movie	Return to Me	Return to Me	0	2000.0		115	Comedy,Drama,Romance
tt0122936	movie	Angel	Angel	1	2002.0			Adult
tt0123003	movie	Bruno	Bruno	0	2000.0		108	Comedy,Drama
tt0123063	short	Everyday	Everyday	0	2019.0		17	Short
tt0123581	movie	Burning Down the House	Burning Down the House	0	2001.0		84	Comedy
tt0123783	video	Dance Naked	Dance Naked	1	2000.0		90	Adult,Drama,Romance
tt0123836	short	Fate i bravi, ragazzi!	Fate i bravi, ragazzi!	0	2008.0			Short
tt0124278	movie	American Neurotic	American Neurotic	0	2001.0			
tt0124798	short	A Moment of Silence	A Moment of Silence	0	2000.0		15	Comedy,Short
tt0124889	movie	Sticks	Sticks	0	2001.0		92	Comedy,Crime
tt0125022	movie	Heartbreakers	Heartbreakers	0	2001.0		123	Comedy,Crime,Romance
tt0125741	short	Eyes	Eyes	0	2000.0		8	Short
tt0126029	movie	Shrek	Shrek	0	2001.0		90	Adventure,Animation,Comedy
tt0126486	video	Naked Ambition	Naked Ambition	1	2000.0		105	Adult,Romance
tt0126899	movie	Eyes Are Upon You	Eyes Are Upon You	0	2001.0		92	Crime,Thriller
tt0127283	short	Sientje	Sientje	0	2000.0		5	Animation,Short
tt0127349	movie	Waking the Dead	Waking the Dead	0	2000.0		105	Drama,Mystery,Romance
tt0128129	movie	Cizinci v case	Cizinci v case	0	2000.0			
tt0128154	movie	Daybreak	Daybreak	0	2002.0		87	Crime,Mystery,Thriller
tt0128158	movie	Deadfall	Deadfall	0	2000.0		86	Horror
tt0128165	movie	Blazin'	Blazin'	0	2001.0		100	Action,Crime
tt0128216	movie	Flophouse	Flophouse	0	2002.0		75	Comedy
tt0128234	short	Going Down	Going Down	0	2000.0			Short
tt0128585	video	Sperm Bitches	Sperm Bitches	1	2001.0			Adult
tt0128783	video	Top Secret	Top Secret	1	2000.0			Adult
tt0128997	movie	Olhar o Cinema Português: 1896-2006	Olhar o Cinema Português: 1896-2006	0	2007.0		55	Biography,Documentary
tt0129095	movie	Flamingo Dreams	Flamingo Dreams	0	2000.0			Drama
tt0129402	short	The Sticks	The Sticks	0	2000.0			Short,Thriller
tt0130071	short	Landscape with the Fall of Icarus	Landscape with the Fall of Icarus	0	2016.0		26	Animation,Short
tt0130145	short	Notes sur les lumières	Notes sur les lumières	0	2001.0		12	Short
tt0130186	short	The Octopus	La pieuvre	0	2008.0		13	Documentary,Short
tt0130255	movie	Shivam	Shivam	0	2002.0			Action,Drama,Thriller
tt0130458	movie	Anikó	Anikó	0	2000.0		70	Documentary
tt0130623	movie	Dinosaur	Dinosaur	0	2000.0		82	Adventure,Animation,Drama
tt0130925	short	Hapax Legomena V: Ordinary Matter	Hapax Legomena V: Ordinary Matter	0	2009.0		36	Short
tt0130975	short	Hapax Legomena VI: Remote Control	Hapax Legomena VI: Remote Control	0	2009.0		29	Short
tt0131002	short	See You Later	See You Later	0	2003.0		18	Short
tt0131025	short	Hapax Legomena VII: Special Effects	Hapax Legomena VII: Special Effects	0	2009.0		11	Short
tt0131076	short	Hapax Legomena IV: Travelling Matte	Hapax Legomena IV: Travelling Matte	0	2009.0		34	Short
tt0131096	short	Valse Triste	Valse Triste	0	2000.0		5	Short
tt0131266	video	All Day Sucker	All Day Sucker	1	2004.0		240	Adult
tt0131370	movie	Elektra, avagy bevezetés a kapitalizmus politikai gazdaságtanába	Elektra, avagy bevezetés a kapitalizmus politikai gazdaságtanába	0	2003.0		83	Documentary
tt0131597	movie	Split	Split	0	2004.0		700	Action,Crime,Sci-Fi
tt0131704	movie	The Adventures of Rocky & Bullwinkle	The Adventures of Rocky and Bullwinkle	0	2000.0		92	Adventure,Comedy,Family
tt0132078	movie	Dead by Monday	Dead by Monday	0	2001.0		94	Comedy
tt0132245	movie	Driven	Driven	0	2001.0		116	Action,Drama,Sport
tt0132885	movie	BlackMale	BlackMale	0	2000.0		90	Thriller
tt0132910	movie	The Crow: Salvation	The Crow: Salvation	0	2000.0		102	Action,Crime,Fantasy
tt0132920	video	Dish Dogs	Dish Dogs	0	2000.0		97	Comedy,Drama,Romance
tt0132942	short	F	F	0	2000.0		15	Short
tt0133063	movie	Lightmaker	Lightmaker	0	2001.0		89	Fantasy
tt0133152	movie	Planet of the Apes	Planet of the Apes	0	2001.0		120	Action,Adventure,Sci-Fi
tt0133240	movie	Treasure Planet	Treasure Planet	0	2002.0		95	Action,Adventure,Animation
tt0133563	video	Bondage and Bliss	Jabaku no hakkyô shiiku	1	2003.0			Adult
tt0133696	short	Coca Cola Kid	Coca Cola Kid	0	2006.0			Comedy,Drama,Fantasy
tt0133858	short	Hilda Humphrey	Hilda Humphrey	0	2002.0		20	Comedy,Short
tt0134084	movie	Scream 3	Scream 3	0	2000.0		116	Horror,Mystery
tt0134516	video	Chain of Command	Chain of Command	0	2004.0			Adventure
tt0134630	movie	Duets	Duets	0	2000.0		112	Comedy,Drama,Music
tt0134847	movie	Pitch Black	Pitch Black	0	2000.0		109	Horror,Sci-Fi,Thriller
tt0134983	movie	Supernova	Supernova	0	2000.0		90	Horror,Sci-Fi,Thriller
tt0135240	video	Coming in America	Coming in America	1	2001.0		85	Adult
tt0135356	video	Taboo Sister Sex #1: A Day of Love	A Day of Love	1	2004.0		23	Adult,Short
tt0135707	movie	Wind River	Wind River	0	2000.0		97	Drama,Family,Western
tt0135986	video	Mort	Mort	0	2005.0			Comedy,Drama,Romance
tt0135991	movie	Dominator	Dominator	0	2003.0		100	Animation,Comedy,Sci-Fi
tt0136517	movie	Seven Days of Grace	Seven Days of Grace	0	2006.0		88	Comedy,Drama
tt0136666	movie	Simon Says	Simon Says	0	2000.0		91	
tt0137115	movie	Mothman	Mothman	0	2000.0			Comedy,Drama,Horror
tt0137140	movie	One Bad Mice	One Bad Mice	0	2009.0		88	
tt0137204	movie	Joe Finds Grace	Joe Finds Grace	0	2017.0		83	Adventure,Animation,Comedy
tt0137210	movie	Siestas & Olas: A Surfing Journey Through Mexico	Siestas & Olas: A Surfing Journey Through Mexico	0	2000.0		87	Documentary,Sport
tt0137268	movie	Welcome Says the Angel	Welcome Says the Angel	0	2003.0		82	Drama
tt0137300	tvSeries	Entre Marido e Mulher	Entre Marido e Mulher	0	2000.0	2000		
tt0137441	video	Copyright for Hire	Copyright for Hire	0	2002.0			Action,Comedy,Sci-Fi
tt0137698	movie	The Girl from China	The Girl from China	1	2000.0		73	Adult
tt0137775	video	Girlz n the Hood 2	Girlz n the Hood 2	1	2001.0		88	Adult
tt0137818	movie	Housesitter: The Night They Saved Siegfried's Brain	Housesitter: The Night They Saved Siegfried's Brain	0	2018.0		95	
tt0138288	movie	All Saints Day	All Saints Day	0	2000.0		82	Comedy
tt0138353	movie	Cement	Cement	0	2000.0		97	Crime,Drama
tt0138408	video	Drainiac!	Drainiac!	0	2000.0		81	Comedy,Horror
tt0138432	video	Los Bravos	The Falkland Man	0	2001.0		77	Action
tt0138433	movie	Fanny Hill	Fanny Hill	0	2000.0		86	Comedy,Drama,Romance
tt0138524	movie	Intolerable Cruelty	Intolerable Cruelty	0	2003.0		100	Comedy,Crime,Romance
tt0138583	movie	Love... at Your Disposal	Love... at Your Disposal	0	2000.0		77	Comedy,Romance
tt0138631	movie	Muggers	Muggers	0	2000.0		97	Comedy,Crime,Romance
tt0138655	short	Nights	Nights	0	2000.0		23	Drama,Short
tt0138749	movie	The Road to El Dorado	The Road to El Dorado	0	2000.0		89	Adventure,Animation,Comedy
tt0138818	movie	The Hiding Place	The Hiding Place	0	2000.0		97	Drama
tt0138856	movie	Tales from the Tower	Tales from the Tower	0	2001.0		45	Drama
tt0138927	movie	Waterproof	Waterproof	0	2000.0		95	Drama
tt0138946	movie	The Yards	The Yards	0	2000.0		115	Crime,Drama,Romance
tt0138992	short	A.W.O.L	A.W.O.L	0	2006.0		20	Action,Drama,Short
tt0139159	movie	Dog Story	Dog Story	0	2000.0		81	Crime,Thriller
tt0139297	movie	Gwen's Tit Torment	Gwen's Tit Torment	1	2002.0		58	Adult
tt0139388	movie	It Had to Be You	It Had to Be You	0	2000.0		96	Comedy,Romance
tt0139479	movie	Tangoed Lives	Tangoed Lives	0	2002.0			Romance
tt0139494	short	Kitchener	Kitchener	0	2000.0			Short
tt0139500	movie	In Vanda's Room	No Quarto da Vanda	0	2000.0		171	Drama
tt0139514	movie	Outros Bairros	Outros Bairros	0	2001.0		90	Documentary
tt0139613	movie	O Silêncio	O Silêncio	0	2012.0		70	Documentary,History
tt0139654	movie	Training Day	Training Day	0	2001.0		122	Crime,Drama,Thriller
tt0140806	movie	American Reel	American Reel	0	2003.0		100	Drama,Music
tt0141120	movie	The Ghost	The Ghost	0	2001.0		86	Action,Thriller
tt0141399	movie	Isn't She Great	Isn't She Great	0	2000.0		95	Biography,Comedy,Drama
tt0141647	movie	Napló-részletek	Napló-részletek	0	2003.0		120	
tt0141800	short	Sanctus	Sanctus	0	2009.0		20	Short
tt0141907	movie	Town & Country	Town & Country	0	2001.0		104	Comedy,Romance
tt0141926	movie	U-571	U-571	0	2000.0		116	Action,War
tt0142155	short	Caught	Caught	0	2000.0		21	Drama,Romance,Short
tt0142261	movie	En un claroscuro de la luna	En un claroscuro de la luna	0	2000.0		108	Drama,Romance
tt0142634	movie	Nobody Knows Anything!	Nobody Knows Anything!	0	2003.0		88	Comedy
tt0142650	movie	Meeting Daddy	Meeting Daddy	0	2000.0		96	Comedy,Romance
tt0143196	movie	O Crime ao Pé do Resto do Mundo	O Crime ao Pé do Resto do Mundo	0	2000.0			
tt0143344	movie	Knockout	Knockout	0	2000.0		99	Action,Drama
tt0143558	movie	Father's Acre	Apaföld	0	2009.0		85	Drama
tt0143861	movie	Scratch	Scratch	0	2001.0		92	Documentary,Music
tt0144084	movie	American Psycho	American Psycho	0	2000.0		102	Crime,Drama,Horror
tt0144096	video	The Extreme Adventures of Super Dave	The Extreme Adventures of Super Dave	0	2000.0		91	Comedy
tt0144136	movie	Chippendales	Chippendales	0	2001.0			
tt0144142	movie	Committed	Committed	0	2000.0		98	Comedy,Drama,Romance
tt0144189	movie	Exposé	Exposé	0	2000.0		92	Drama,Mystery
tt0144280	movie	Whispers from a Shallow Grave	Whispers from a Shallow Grave	0	2006.0		90	Crime,Fantasy,Mystery
tt0144449	movie	Nema aviona za Zagreb	Nema aviona za Zagreb	0	2012.0		82	Biography
tt0144528	movie	Nutty Professor II: The Klumps	Nutty Professor II: The Klumps	0	2000.0		106	Comedy,Romance,Sci-Fi
tt0144574	movie	Red Lipstick	Red Lipstick	0	2000.0		90	Adventure,Comedy,Crime
tt0144608	movie	Sinbad: Beyond the Veil of Mists	Sinbad: Beyond the Veil of Mists	0	2000.0		85	Action,Adventure,Animation
tt0144613	short	Smog	Smog	0	2000.0			Drama,Short
tt0144645	movie	Totally Board	Totally Board	0	2002.0			
tt0144678	video	Warm Texas Rain	Warm Texas Rain	0	2000.0		94	Drama,Thriller
tt0144940	movie	Fé	Fé	0	2000.0		91	Documentary
tt0144964	movie	Highlander: Endgame	Highlander: Endgame	0	2000.0		87	Action,Adventure,Fantasy
tt0145272	short	The Package	The Package	0	2000.0			Comedy,Short
tt0145276	movie	Pain & Punishment	Pain & Punishment	1	2002.0			Adult
tt0145467	movie	Silent Partner	Silent Partner	0	2001.0		84	Comedy,Drama
tt0145487	movie	Spider-Man	Spider-Man	0	2002.0		121	Action,Adventure,Sci-Fi
tt0145620	tvSeries	Ora Viva!	Ora Viva!	0	2002.0	2002	30	
tt0145882	movie	Egy legenda nyomában - A Petöfi-expedíció	Egy legenda nyomában - A Petöfi-expedíció	0	2002.0		60	Documentary
tt0145883	movie	Aranyóra	Aranyóra	0	2006.0			
tt0145937	movie	Naqoyqatsi	Naqoyqatsi	0	2002.0		89	Documentary,Music
tt0146063	movie	The Princess and the Pea	The Princess and the Pea	0	2002.0		75	Adventure,Animation,Family
tt0146272	movie	Shooting Vegetarians	Shooting Vegetarians	0	2005.0		76	Comedy,Drama
tt0146309	movie	Thirteen Days	Thirteen Days	0	2000.0		145	Drama,History,Thriller
tt0146316	movie	Lara Croft: Tomb Raider	Lara Croft: Tomb Raider	0	2001.0		100	Action,Adventure,Fantasy
tt0146592	movie	Pál Adrienn	Pál Adrienn	0	2010.0		136	Drama
tt0146682	short	The Extra	The Extra	0	2000.0			Comedy,Short
tt0146803	movie	Goodnight, Joseph Parker	Goodnight, Joseph Parker	0	2004.0		81	Drama
tt0146882	movie	High Fidelity	High Fidelity	0	2000.0		113	Comedy,Drama,Music
tt0146984	movie	The Legend of Bagger Vance	The Legend of Bagger Vance	0	2000.0		126	Drama,Sport
tt0147447	movie	Rocco's Cocktales 6	Sex Animals	1	2000.0		78	Adult
tt0147470	video	Sex and Romance	Sex and Romance	1	2003.0		80	Adult
tt0147486	movie	Shafted!	Shafted!	0	2000.0		90	Action,Comedy
tt0148095	movie	Eat Me!	Eat Me!	0	2000.0			Comedy
tt0148403	movie	Life, Love & Celluloid	Life, Love & Celluloid	0	2005.0		90	Documentary
tt0148415	movie	Little Shop of Erotica	Little Shop of Erotica	0	2001.0		87	Fantasy
tt0148421	movie	Looking for an Echo	Looking for an Echo	0	2000.0		97	Drama,Music
tt0148516	short	Na ez a Lajkó Félix	Na ez a Lajkó Félix	0	2005.0		44	Documentary,Short
tt0149253	movie	The Good War	Texas 46	0	2002.0		96	Drama,History,War
tt0149367	movie	Where the Money Is	Where the Money Is	0	2000.0		89	Comedy,Crime,Drama
tt0149624	movie	All the Pretty Horses	All the Pretty Horses	0	2000.0		116	Drama,Romance,Western
tt0150021	movie	Camouflage	Camouflage	0	2001.0		98	Action,Comedy
tt0150683	movie	Gaman	Gaman	0	2025.0		119	Drama
tt0151018	short	I/O Error	I/O Error	0	2001.0			Sci-Fi,Short,Thriller
tt0151150	movie	Josh	Josh	0	2000.0		162	Action,Drama,Musical
tt0151187	video	Karen	Karen	1	2002.0		25	Adult,Animation,Drama
tt0151299	movie	Last Fair Deal	Last Fair Deal	0	2002.0		101	Action
tt0151309	movie	Laughing Boy	Laughing Boy	0	2000.0		82	Comedy
tt0151372	movie	Ljuset håller mig sällskap	Ljuset håller mig sällskap	0	2000.0		78	Documentary
tt0151379	short	Lonely Place	Lonely Place	0	2004.0			Short
tt0151685	movie	Love	My Father's Love	0	2001.0		110	Drama
tt0152083	movie	Probably Love	L'amore probabilmente	0	2001.0		107	Drama
tt0152167	movie	Refränger från källaren	Refränger från källaren	0	2000.0		54	Documentary
tt0152762	video	Sweet Young Thing	Sweet Young Thing	1	2001.0		87	Adult
tt0152772	movie	Swing Set	Swing Set	1	2002.0		73	Adult
tt0153012	movie	Strip 'n Run	The Thief & the Stripper	0	2000.0		84	Crime,Drama,Thriller
tt0153098	video	The Tomorrow Man	The Tomorrow Man	0	2002.0		95	Drama,Sci-Fi,Thriller
tt0153100	movie	Time of Her Time	Time of Her Time	0	2000.0		93	Drama
tt0153140	movie	The Shark in Me	Rózsaszín sajt	0	2009.0		93	Comedy,Drama
tt0153159	movie	Flowers of Femme	Tomoko, the Saintly Girl	1	2002.0			Adult
tt0153340	video	Tutorial Lesson	Sukepan deka: sukepan nêmu = Maramiya Saki	1	2006.0		110	Adult
tt0153405	video	On the Rag	On the Rag	1	2000.0		80	Adult
tt0153433	video	Undercover Girls	Undercover Girls	1	2004.0		80	Adult
tt0153464	movie	Up at the Villa	Up at the Villa	0	2000.0		115	Drama,Romance
tt0153516	movie	Venus Delights	Venus Delights	1	2003.0		52	Adult
tt0153517	movie	Jackpot	Jackpot	1	2005.0		57	Adult,Crime,Mystery
tt0153533	movie	Bitten: Victoria's Shadow	Victoria's Shadow	0	2001.0		80	Horror
